課文/單字	族語	中文	音檔路徑
單字	pinadjulu	準備	https://web.klokah.tw/ninew/sound/11/06/09-C-3-5.mp3
單字	nua	[虛]	https://web.klokah.tw/ninew/sound/11/06/09-C-3-6.mp3
單字	kungkuan	學校	https://web.klokah.tw/ninew/sound/11/06/09-C-3-7.mp3
單字	tjanuitjen	為我們	https://web.klokah.tw/ninew/sound/11/06/09-C-3-8.mp3
課文	saka namavetu mun?	你們都有吃飽嗎？	https://web.klokah.tw/ninew/sound/11/06/09-B-4.mp3
單字	saka	那麼	https://web.klokah.tw/ninew/sound/11/06/09-C-4-1.mp3
單字	namavetu mun	你們吃飽了	https://web.klokah.tw/ninew/sound/11/06/09-C-4-2.mp3
課文	na mavetuamen saka na mapupiculamen uta.	我們有吃飽又有精神。	https://web.klokah.tw/ninew/sound/11/06/09-B-5.mp3
單字	na	[虛]	https://web.klokah.tw/ninew/sound/11/06/09-C-5-1.mp3
單字	mavetuamen	我們吃飽	https://web.klokah.tw/ninew/sound/11/06/09-C-5-2.mp3
單字	saka	又	https://web.klokah.tw/ninew/sound/11/06/09-C-5-3.mp3
單字	na	[虛]	https://web.klokah.tw/ninew/sound/11/06/09-C-5-4.mp3
單字	mapupiculamen	我們有精神	https://web.klokah.tw/ninew/sound/11/06/09-C-5-5.mp3
單字	uta	也	https://web.klokah.tw/ninew/sound/11/06/09-C-5-6.mp3
課文	kivangavangavangaken ka kadjaman saku sekulilj.	早上我在玩耍時跌倒。	https://web.klokah.tw/ninew/sound/11/06/10-B-1.mp3
單字	kivangavangavangaken	我正在玩耍	https://web.klokah.tw/ninew/sound/11/06/10-C-1-1.mp3
單字	ka	在	https://web.klokah.tw/ninew/sound/11/06/10-C-1-2.mp3
單字	kadjaman	早上	https://web.klokah.tw/ninew/sound/11/06/10-C-1-3.mp3
單字	saku	然後我就…	https://web.klokah.tw/ninew/sound/11/06/10-C-1-4.mp3
單字	sekulilj	跌倒	https://web.klokah.tw/ninew/sound/11/06/10-C-1-5.mp3
課文	na mapasaqetju sa pedjamuq a kucungal.	我的膝蓋受傷流血。	https://web.klokah.tw/ninew/sound/11/06/10-B-2.mp3
單字	na	[虛]	https://web.klokah.tw/ninew/sound/11/06/10-C-2-1.mp3
單字	mapasaqetju	受傷了	https://web.klokah.tw/ninew/sound/11/06/10-C-2-2.mp3
單字	sa	[虛]	https://web.klokah.tw/ninew/sound/11/06/10-C-2-3.mp3
單字	pedjamuq	流血	https://web.klokah.tw/ninew/sound/11/06/10-C-2-4.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/06/10-C-2-5.mp3
單字	kucungal	我的膝蓋	https://web.klokah.tw/ninew/sound/11/06/10-C-2-6.mp3
課文	pinucemelan sa cavui a kucungal ni sinsi.	老師為我擦藥又包紮。	https://web.klokah.tw/ninew/sound/11/06/10-B-3.mp3
單字	pinucemelan	擦過藥	https://web.klokah.tw/ninew/sound/11/06/10-C-3-1.mp3
單字	sa	然後	https://web.klokah.tw/ninew/sound/11/06/10-C-3-2.mp3
單字	cavui	包紮	https://web.klokah.tw/ninew/sound/11/06/10-C-3-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/06/10-C-3-4.mp3
單字	kucungal	我的膝蓋	https://web.klokah.tw/ninew/sound/11/06/10-C-3-5.mp3
單字	ni	[虛]	https://web.klokah.tw/ninew/sound/11/06/10-C-3-6.mp3
單字	sinsi	老師	https://web.klokah.tw/ninew/sound/11/06/10-C-3-7.mp3
課文	inika uri cuacuay, tjara menguaqanga a kucungal.	不要很久，我的膝蓋就會康復了。	https://web.klokah.tw/ninew/sound/11/06/10-B-4.mp3
單字	inika	不	https://web.klokah.tw/ninew/sound/11/06/10-C-4-1.mp3
單字	uri	將要	https://web.klokah.tw/ninew/sound/11/06/10-C-4-2.mp3
單字	cuacuay	很久	https://web.klokah.tw/ninew/sound/11/06/10-C-4-3.mp3
單字	tjara	就會	https://web.klokah.tw/ninew/sound/11/06/10-C-4-4.mp3
單字	menguaqanga	會康復	https://web.klokah.tw/ninew/sound/11/06/10-C-4-5.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/06/10-C-4-6.mp3
單字	kucungal	我的膝蓋	https://web.klokah.tw/ninew/sound/11/06/10-C-4-7.mp3
課文	qunu, anema su velin?	小朋友，你要買什麼？	https://web.klokah.tw/ninew/sound/11/07/01-B-1.mp3
單字	qunu	小朋友	https://web.klokah.tw/ninew/sound/11/07/01-C-1-1.mp3
單字	anema	什麼	https://web.klokah.tw/ninew/sound/11/07/01-C-1-2.mp3
單字	su	你的	https://web.klokah.tw/ninew/sound/11/07/01-C-1-3.mp3
單字	velin	買	https://web.klokah.tw/ninew/sound/11/07/01-C-1-4.mp3
課文	tawki, uri veneli aken tua impic katua ciuming.	老闆，我要買鉛筆和筆記簿。	https://web.klokah.tw/ninew/sound/11/07/01-B-2.mp3
單字	tawki	老闆	https://web.klokah.tw/ninew/sound/11/07/01-C-2-1.mp3
單字	uri	要	https://web.klokah.tw/ninew/sound/11/07/01-C-2-2.mp3
單字	veneli	買	https://web.klokah.tw/ninew/sound/11/07/01-C-2-3.mp3
單字	aken	[虛]	https://web.klokah.tw/ninew/sound/11/07/01-C-2-4.mp3
單字	tua	我	https://web.klokah.tw/ninew/sound/11/07/01-C-2-5.mp3
單字	impic	鉛筆	https://web.klokah.tw/ninew/sound/11/07/01-C-2-6.mp3
單字	katua	和	https://web.klokah.tw/ninew/sound/11/07/01-C-2-7.mp3
單字	ciuming	筆記簿	https://web.klokah.tw/ninew/sound/11/07/01-C-2-8.mp3
課文	uri pida su velin?	你要買多少？	https://web.klokah.tw/ninew/sound/11/07/01-B-3.mp3
單字	uri	要	https://web.klokah.tw/ninew/sound/11/07/01-C-3-1.mp3
單字	pida	多少	https://web.klokah.tw/ninew/sound/11/07/01-C-3-2.mp3
單字	su	你的	https://web.klokah.tw/ninew/sound/11/07/01-C-3-3.mp3
單字	velin	買	https://web.klokah.tw/ninew/sound/11/07/01-C-3-4.mp3
課文	veneli aken tu ita ta impic, katua ita sapitj a ciuming, saka uri pida a penuljat?	我要買一枝鉛筆和一本筆記簿，總共多少錢？	https://web.klokah.tw/ninew/sound/11/07/01-B-4.mp3
單字	veneli	買	https://web.klokah.tw/ninew/sound/11/07/01-C-4-1.mp3
單字	aken	我	https://web.klokah.tw/ninew/sound/11/07/01-C-4-2.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/07/01-C-4-3.mp3
單字	ita	一	https://web.klokah.tw/ninew/sound/11/07/01-C-4-4.mp3
單字	ta	[虛]	https://web.klokah.tw/ninew/sound/11/07/01-C-4-5.mp3
單字	impic	鉛筆	https://web.klokah.tw/ninew/sound/11/07/01-C-4-6.mp3
單字	katua	和	https://web.klokah.tw/ninew/sound/11/07/01-C-4-7.mp3
單字	ita	一	https://web.klokah.tw/ninew/sound/11/07/01-C-4-8.mp3
單字	sapitj	本	https://web.klokah.tw/ninew/sound/11/07/01-C-4-9.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/01-C-4-10.mp3
單字	ciuming	筆記簿	https://web.klokah.tw/ninew/sound/11/07/01-C-4-11.mp3
單字	saka	而	https://web.klokah.tw/ninew/sound/11/07/01-C-4-12.mp3
單字	uri	會	https://web.klokah.tw/ninew/sound/11/07/01-C-4-13.mp3
單字	pida	多少	https://web.klokah.tw/ninew/sound/11/07/01-C-4-14.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/01-C-4-15.mp3
單字	penuljat	全部	https://web.klokah.tw/ninew/sound/11/07/01-C-4-16.mp3
課文	lima pakiyaw a impic, saka siva pakiyaw a sapitj a ciuming, teveljen u ri tapuluq saka sepatj a pakiyaw.	鉛筆五元，還有筆記簿九元，總共是十四元。	https://web.klokah.tw/ninew/sound/11/07/01-B-5.mp3
單字	lima	五	https://web.klokah.tw/ninew/sound/11/07/01-C-5-1.mp3
單字	pakiyaw	元	https://web.klokah.tw/ninew/sound/11/07/01-C-5-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/01-C-5-3.mp3
單字	impic	鉛筆	https://web.klokah.tw/ninew/sound/11/07/01-C-5-4.mp3
單字	saka	和	https://web.klokah.tw/ninew/sound/11/07/01-C-5-5.mp3
單字	siva	九	https://web.klokah.tw/ninew/sound/11/07/01-C-5-6.mp3
單字	pakiyaw	元	https://web.klokah.tw/ninew/sound/11/07/01-C-5-7.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/01-C-5-8.mp3
單字	sapitj a ciuming	筆記簿	https://web.klokah.tw/ninew/sound/11/07/01-C-5-9.mp3
單字	teveljen	總共	https://web.klokah.tw/ninew/sound/11/07/01-C-5-10.mp3
單字	u ri	要	https://web.klokah.tw/ninew/sound/11/07/01-C-5-11.mp3
單字	tapuluq	十	https://web.klokah.tw/ninew/sound/11/07/01-C-5-12.mp3
單字	saka	又	https://web.klokah.tw/ninew/sound/11/07/01-C-5-13.mp3
單字	sepatj	四	https://web.klokah.tw/ninew/sound/11/07/01-C-5-14.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/01-C-5-15.mp3
單字	pakiyaw	元	https://web.klokah.tw/ninew/sound/11/07/01-C-5-16.mp3
課文	na madjulu angata.	實在是很便宜。	https://web.klokah.tw/ninew/sound/11/07/01-B-6.mp3
單字	na	是	https://web.klokah.tw/ninew/sound/11/07/01-C-6-1.mp3
單字	madjulu	便宜	https://web.klokah.tw/ninew/sound/11/07/01-C-6-2.mp3
單字	angata	實在	https://web.klokah.tw/ninew/sound/11/07/01-C-6-3.mp3
課文	tawki, uzai a ku pakiyaw a taiday, uri ivalit aken ta na tjakakedrian a pakiyaw.	老闆，我有一百元，我想換零錢。	https://web.klokah.tw/ninew/sound/11/07/02-B-1.mp3
單字	tawki	老闆	https://web.klokah.tw/ninew/sound/11/07/02-C-1-1.mp3
單字	uzai	有	https://web.klokah.tw/ninew/sound/11/07/02-C-1-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/02-C-1-3.mp3
單字	ku	我的	https://web.klokah.tw/ninew/sound/11/07/02-C-1-4.mp3
單字	pakiyaw	錢	https://web.klokah.tw/ninew/sound/11/07/02-C-1-5.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/02-C-1-6.mp3
單字	taiday	一百	https://web.klokah.tw/ninew/sound/11/07/02-C-1-7.mp3
單字	uri	要	https://web.klokah.tw/ninew/sound/11/07/02-C-1-8.mp3
單字	ivalit	換	https://web.klokah.tw/ninew/sound/11/07/02-C-1-9.mp3
單字	aken	[虛]	https://web.klokah.tw/ninew/sound/11/07/02-C-1-10.mp3
單字	ta	我	https://web.klokah.tw/ninew/sound/11/07/02-C-1-11.mp3
單字	na	是	https://web.klokah.tw/ninew/sound/11/07/02-C-1-12.mp3
單字	tjakakedrian	較小	https://web.klokah.tw/ninew/sound/11/07/02-C-1-13.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/02-C-1-14.mp3
單字	pakiyaw	錢	https://web.klokah.tw/ninew/sound/11/07/02-C-1-15.mp3
課文	uri su kudain a ivalit?	你想要怎麼換？	https://web.klokah.tw/ninew/sound/11/07/02-B-2.mp3
單字	uri	要	https://web.klokah.tw/ninew/sound/11/07/02-C-2-1.mp3
單字	su	你的	https://web.klokah.tw/ninew/sound/11/07/02-C-2-2.mp3
單字	kudain	怎樣	https://web.klokah.tw/ninew/sound/11/07/02-C-2-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/02-C-2-4.mp3
單字	ivalit	換	https://web.klokah.tw/ninew/sound/11/07/02-C-2-5.mp3
課文	uri ivalit aken tua tapulupuluqan.	我想要換成十元幣值的錢。	https://web.klokah.tw/ninew/sound/11/07/02-B-3.mp3
單字	uri	要	https://web.klokah.tw/ninew/sound/11/07/02-C-3-1.mp3
單字	ivalit	換	https://web.klokah.tw/ninew/sound/11/07/02-C-3-2.mp3
單字	aken	我	https://web.klokah.tw/ninew/sound/11/07/02-C-3-3.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/07/02-C-3-4.mp3
單字	tapulupuluqan	十元十元的	https://web.klokah.tw/ninew/sound/11/07/02-C-3-5.mp3
課文	bulay, aicua tapuluq, drusa puluq, tjelu a puluq, sepatj a puluq, lima puluq, unem a puluq, pitju a puluq, alu a puluq, siva  puluq. iya! siva puluq sakamaya, inika setjezua.	好，這是十、二十、三十、四十、五十、六十、七十、八十、九十。唉呀！只有九十元，不夠呢。	https://web.klokah.tw/ninew/sound/11/07/02-B-4.mp3
單字	bulay	好	https://web.klokah.tw/ninew/sound/11/07/02-C-4-1.mp3
單字	aicua	這是	https://web.klokah.tw/ninew/sound/11/07/02-C-4-2.mp3
單字	tapuluq	十	https://web.klokah.tw/ninew/sound/11/07/02-C-4-3.mp3
單字	drusa puluq	二十	https://web.klokah.tw/ninew/sound/11/07/02-C-4-4.mp3
單字	tjelu a puluq	三十	https://web.klokah.tw/ninew/sound/11/07/02-C-4-5.mp3
單字	sepatj a puluq	四十	https://web.klokah.tw/ninew/sound/11/07/02-C-4-6.mp3
單字	lima puluq	五十	https://web.klokah.tw/ninew/sound/11/07/02-C-4-7.mp3
單字	unem a puluq	六十	https://web.klokah.tw/ninew/sound/11/07/02-C-4-8.mp3
單字	pitju a puluq	七十	https://web.klokah.tw/ninew/sound/11/07/02-C-4-9.mp3
單字	alu a puluq	八十	https://web.klokah.tw/ninew/sound/11/07/02-C-4-10.mp3
單字	siva puluq	九十	https://web.klokah.tw/ninew/sound/11/07/02-C-4-11.mp3
單字	iya	唉呀	https://web.klokah.tw/ninew/sound/11/07/02-C-4-12.mp3
單字	siva puluq	九十	https://web.klokah.tw/ninew/sound/11/07/02-C-4-13.mp3
單字	sakamaya	只有	https://web.klokah.tw/ninew/sound/11/07/02-C-4-14.mp3
單字	inika	沒	https://web.klokah.tw/ninew/sound/11/07/02-C-4-15.mp3
單字	setjezua	足夠	https://web.klokah.tw/ninew/sound/11/07/02-C-4-16.mp3
課文	inikamakuda, bulay uta drusa a limalima pakiyaw.	沒關係，兩個五元幣值的也可以。	https://web.klokah.tw/ninew/sound/11/07/02-B-5.mp3
單字	inikamakuda	沒關係	https://web.klokah.tw/ninew/sound/11/07/02-C-5-1.mp3
單字	bulay	好	https://web.klokah.tw/ninew/sound/11/07/02-C-5-2.mp3
單字	uta	也	https://web.klokah.tw/ninew/sound/11/07/02-C-5-3.mp3
單字	drusa	兩（個）	https://web.klokah.tw/ninew/sound/11/07/02-C-5-4.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/02-C-5-5.mp3
單字	limalima	五（的）	https://web.klokah.tw/ninew/sound/11/07/02-C-5-6.mp3
單字	pakiyaw	元	https://web.klokah.tw/ninew/sound/11/07/02-C-5-7.mp3
課文	kina, nu ljemita tua li pai pavayi aken tu lima puluq a pakiyaw uy?	媽媽，每星期給我五十元好不好？	https://web.klokah.tw/ninew/sound/11/07/03-B-1.mp3
單字	kina	媽	https://web.klokah.tw/ninew/sound/11/07/03-C-1-1.mp3
單字	nu	如果	https://web.klokah.tw/ninew/sound/11/07/03-C-1-2.mp3
單字	ljemita	每	https://web.klokah.tw/ninew/sound/11/07/03-C-1-3.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/07/03-C-1-4.mp3
單字	li pai	星期	https://web.klokah.tw/ninew/sound/11/07/03-C-1-5.mp3
單字	pavayi	給	https://web.klokah.tw/ninew/sound/11/07/03-C-1-6.mp3
單字	aken	我	https://web.klokah.tw/ninew/sound/11/07/03-C-1-7.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/07/03-C-1-8.mp3
單字	lima puluq a	五十	https://web.klokah.tw/ninew/sound/11/07/03-C-1-9.mp3
單字	pakiyaw	元	https://web.klokah.tw/ninew/sound/11/07/03-C-1-10.mp3
單字	uy	好嗎	https://web.klokah.tw/ninew/sound/11/07/03-C-1-11.mp3
課文	uri zemeliulj aken tu drusa puluq a pakiyaw.	我想存二十元。	https://web.klokah.tw/ninew/sound/11/07/03-B-2.mp3
單字	uri	要	https://web.klokah.tw/ninew/sound/11/07/03-C-2-1.mp3
單字	zemeliulj	存	https://web.klokah.tw/ninew/sound/11/07/03-C-2-2.mp3
單字	aken	我	https://web.klokah.tw/ninew/sound/11/07/03-C-2-3.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/07/03-C-2-4.mp3
單字	drusa puluq a	二十	https://web.klokah.tw/ninew/sound/11/07/03-C-2-5.mp3
單字	pakiyaw	元	https://web.klokah.tw/ninew/sound/11/07/03-C-2-6.mp3
課文	saka nu meqaca anga aken, urika liyaw anga ku pakiyaw.	等我長大以後，就會很有錢了。	https://web.klokah.tw/ninew/sound/11/07/03-B-3.mp3
單字	saka	而	https://web.klokah.tw/ninew/sound/11/07/03-C-3-1.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/07/03-C-3-2.mp3
單字	meqaca	長大了	https://web.klokah.tw/ninew/sound/11/07/03-C-3-3.mp3
單字	anga	我的	https://web.klokah.tw/ninew/sound/11/07/03-C-3-4.mp3
單字	aken	我	https://web.klokah.tw/ninew/sound/11/07/03-C-3-5.mp3
單字	urika	要	https://web.klokah.tw/ninew/sound/11/07/03-C-3-6.mp3
單字	liyaw	多了	https://web.klokah.tw/ninew/sound/11/07/03-C-3-7.mp3
單字	anga	我的	https://web.klokah.tw/ninew/sound/11/07/03-C-3-8.mp3
單字	ku	[虛]	https://web.klokah.tw/ninew/sound/11/07/03-C-3-9.mp3
單字	pakiyaw	錢	https://web.klokah.tw/ninew/sound/11/07/03-C-3-10.mp3
課文	rukikai ti sinsi tu, “nu mapazuljuzulju a kedri uri masan liyaw anga” aya.	老師常說：「積少成多」。	https://web.klokah.tw/ninew/sound/11/07/03-B-4.mp3
單字	rukikai	常話	https://web.klokah.tw/ninew/sound/11/07/03-C-4-1.mp3
單字	ti	[虛]	https://web.klokah.tw/ninew/sound/11/07/03-C-4-2.mp3
單字	sinsi	老師	https://web.klokah.tw/ninew/sound/11/07/03-C-4-3.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/07/03-C-4-4.mp3
單字	nu	如果	https://web.klokah.tw/ninew/sound/11/07/03-C-4-5.mp3
單字	mapazuljuzulju	累積	https://web.klokah.tw/ninew/sound/11/07/03-C-4-6.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/03-C-4-7.mp3
單字	kedri	少	https://web.klokah.tw/ninew/sound/11/07/03-C-4-8.mp3
單字	uri	[虛]	https://web.klokah.tw/ninew/sound/11/07/03-C-4-9.mp3
單字	masan	會	https://web.klokah.tw/ninew/sound/11/07/03-C-4-10.mp3
單字	liyaw	成為	https://web.klokah.tw/ninew/sound/11/07/03-C-4-11.mp3
單字	anga	多	https://web.klokah.tw/ninew/sound/11/07/03-C-4-12.mp3
單字	aya	說	https://web.klokah.tw/ninew/sound/11/07/03-C-4-13.mp3
課文	aicu a kai, napaqulid angata.	這句話的確是真的。	https://web.klokah.tw/ninew/sound/11/07/03-B-5.mp3
單字	aicu	這	https://web.klokah.tw/ninew/sound/11/07/03-C-5-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/03-C-5-2.mp3
單字	kai	話	https://web.klokah.tw/ninew/sound/11/07/03-C-5-3.mp3
單字	napaqulid	真的	https://web.klokah.tw/ninew/sound/11/07/03-C-5-4.mp3
單字	angata	確實	https://web.klokah.tw/ninew/sound/11/07/03-C-5-5.mp3
課文	drusa djaum na milingan.	時鐘有兩支針。	https://web.klokah.tw/ninew/sound/11/07/04-B-1.mp3
單字	drusa	兩（個）	https://web.klokah.tw/ninew/sound/11/07/04-C-1-1.mp3
單字	djaum	針	https://web.klokah.tw/ninew/sound/11/07/04-C-1-2.mp3
單字	na	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-1-3.mp3
單字	milingan	時鐘	https://web.klokah.tw/ninew/sound/11/07/04-C-1-4.mp3
課文	ladruadruq a ita, drikidrikitj a ita.	一支是長的，一支是短的。	https://web.klokah.tw/ninew/sound/11/07/04-B-2.mp3
單字	ladruadruq	長的	https://web.klokah.tw/ninew/sound/11/07/04-C-2-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-2-2.mp3
單字	ita	一（個）	https://web.klokah.tw/ninew/sound/11/07/04-C-2-3.mp3
單字	drikidrikitj	短的	https://web.klokah.tw/ninew/sound/11/07/04-C-2-4.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-2-5.mp3
單字	ita	一（個）	https://web.klokah.tw/ninew/sound/11/07/04-C-2-6.mp3
課文	azua tjaladruq a djaum, tjadjaljaw nu vaik,  nu ita qadav kivalidi a seman drusa a puluq tu sepatj.	那支長針走的快，一天繞二十四圈。	https://web.klokah.tw/ninew/sound/11/07/04-B-3.mp3
單字	azua	那	https://web.klokah.tw/ninew/sound/11/07/04-C-3-1.mp3
單字	tjaladruq	較長	https://web.klokah.tw/ninew/sound/11/07/04-C-3-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-3-3.mp3
單字	djaum	針	https://web.klokah.tw/ninew/sound/11/07/04-C-3-4.mp3
單字	tjadjaljaw	較快	https://web.klokah.tw/ninew/sound/11/07/04-C-3-5.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-3-6.mp3
單字	vaik	走	https://web.klokah.tw/ninew/sound/11/07/04-C-3-7.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-3-8.mp3
單字	ita	一	https://web.klokah.tw/ninew/sound/11/07/04-C-3-9.mp3
單字	qadav	天	https://web.klokah.tw/ninew/sound/11/07/04-C-3-10.mp3
單字	kivalidi	自繞圈	https://web.klokah.tw/ninew/sound/11/07/04-C-3-11.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-3-12.mp3
單字	seman	直到	https://web.klokah.tw/ninew/sound/11/07/04-C-3-13.mp3
單字	drusa a puluq tu sepatj	二十四	https://web.klokah.tw/ninew/sound/11/07/04-C-3-14.mp3
課文	azua tjadrikitj a djaum gemalju nu vaik, nu ita qadav kivalidi a seman musalj sakamaya.	那支短針走的慢，一天只繞兩圈而已。	https://web.klokah.tw/ninew/sound/11/07/04-B-4.mp3
單字	azua	那	https://web.klokah.tw/ninew/sound/11/07/04-C-4-1.mp3
單字	tjadrikitj	較短	https://web.klokah.tw/ninew/sound/11/07/04-C-4-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-4-3.mp3
單字	djaum	針	https://web.klokah.tw/ninew/sound/11/07/04-C-4-4.mp3
單字	gemalju	慢	https://web.klokah.tw/ninew/sound/11/07/04-C-4-5.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-4-6.mp3
單字	vaik	走	https://web.klokah.tw/ninew/sound/11/07/04-C-4-7.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-4-8.mp3
單字	ita	一	https://web.klokah.tw/ninew/sound/11/07/04-C-4-9.mp3
單字	qadav	天	https://web.klokah.tw/ninew/sound/11/07/04-C-4-10.mp3
單字	kivalidi	自繞圈	https://web.klokah.tw/ninew/sound/11/07/04-C-4-11.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-4-12.mp3
單字	seman	兩	https://web.klokah.tw/ninew/sound/11/07/04-C-4-13.mp3
單字	musalj	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-4-14.mp3
單字	sakamaya	只有	https://web.klokah.tw/ninew/sound/11/07/04-C-4-15.mp3
課文	kemasi kadjamadjaman patje masulem, inika pauteutez nu vaik.	從早到晚，不停的走。	https://web.klokah.tw/ninew/sound/11/07/04-B-5.mp3
單字	kemasi	從	https://web.klokah.tw/ninew/sound/11/07/04-C-5-1.mp3
單字	kadjamadjaman	早晨	https://web.klokah.tw/ninew/sound/11/07/04-C-5-2.mp3
單字	patje	到	https://web.klokah.tw/ninew/sound/11/07/04-C-5-3.mp3
單字	masulem	黃昏	https://web.klokah.tw/ninew/sound/11/07/04-C-5-4.mp3
單字	inika	沒	https://web.klokah.tw/ninew/sound/11/07/04-C-5-5.mp3
單字	pauteutez	停	https://web.klokah.tw/ninew/sound/11/07/04-C-5-6.mp3
單字	nu	如	https://web.klokah.tw/ninew/sound/11/07/04-C-5-7.mp3
單字	vaik	走	https://web.klokah.tw/ninew/sound/11/07/04-C-5-8.mp3
課文	matu tjemumatjumalj tjanuitjen tu napateljip ta milingan.	好像在告訴我們，要愛惜時間。	https://web.klokah.tw/ninew/sound/11/07/04-B-6.mp3
單字	matu	好像	https://web.klokah.tw/ninew/sound/11/07/04-C-6-1.mp3
單字	tjemumatjumalj	告訴	https://web.klokah.tw/ninew/sound/11/07/04-C-6-2.mp3
單字	tjanuitjen	我們	https://web.klokah.tw/ninew/sound/11/07/04-C-6-3.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-6-4.mp3
單字	napateljip	愛惜	https://web.klokah.tw/ninew/sound/11/07/04-C-6-5.mp3
單字	ta	[虛]	https://web.klokah.tw/ninew/sound/11/07/04-C-6-6.mp3
單字	milingan	時間	https://web.klokah.tw/ninew/sound/11/07/04-C-6-7.mp3
課文	pinavayan aken ni kama tua vaquan a pinitualima a milingan.	爸給我一支新手錶。	https://web.klokah.tw/ninew/sound/11/07/05-B-1.mp3
單字	pinavayan	給	https://web.klokah.tw/ninew/sound/11/07/05-C-1-1.mp3
單字	aken	我	https://web.klokah.tw/ninew/sound/11/07/05-C-1-2.mp3
單字	ni	（指示詞）	https://web.klokah.tw/ninew/sound/11/07/05-C-1-3.mp3
單字	kama	爸爸	https://web.klokah.tw/ninew/sound/11/07/05-C-1-4.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/07/05-C-1-5.mp3
單字	vaquan	新的	https://web.klokah.tw/ninew/sound/11/07/05-C-1-6.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/05-C-1-7.mp3
單字	pinitualima	掛在手上	https://web.klokah.tw/ninew/sound/11/07/05-C-1-8.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/05-C-1-9.mp3
單字	milingan	錶；時間	https://web.klokah.tw/ninew/sound/11/07/05-C-1-10.mp3
課文	ku sinikaljat a ljemita tu qadav.	我每天戴在手上。	https://web.klokah.tw/ninew/sound/11/07/05-B-2.mp3
單字	ku	我	https://web.klokah.tw/ninew/sound/11/07/05-C-2-1.mp3
單字	sinikaljat	戴在手上	https://web.klokah.tw/ninew/sound/11/07/05-C-2-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/07/05-C-2-3.mp3
單字	ljemita	每一	https://web.klokah.tw/ninew/sound/11/07/05-C-2-4.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/07/05-C-2-5.mp3
單字	qadav	天	https://web.klokah.tw/ninew/sound/11/07/05-C-2-6.mp3
課文	“tita tita!” ayaya zemaizaing sa vaivaik.	它一邊走，一邊滴答、滴答的響。	https://web.klokah.tw/ninew/sound/11/07/05-B-3.mp3
單字	tita	滴答	https://web.klokah.tw/ninew/sound/11/07/05-C-3-1.mp3
單字	tita	滴答	https://web.klokah.tw/ninew/sound/11/07/05-C-3-2.mp3
單字	ayaya	那般	https://web.klokah.tw/ninew/sound/11/07/05-C-3-3.mp3
單字	zemaizaing	響著	https://web.klokah.tw/ninew/sound/11/07/05-C-3-4.mp3
